年度,科目,題號,題目
115,數學,11,11.A(a)、B(b)、P(a+b)三點在數線上的位置如圖(四)所示。若要在數線上標示點Q(b−a)，則關於Q點的位置，下列敘述何者正確？(A)在B的右邊(B)介於A、B之間圖(四)(C)介於P、A之間(D)在P的左邊
115,數學,12,12.∆ABC的邊上有三點D、E、F，各點位置如圖(五)所示。若BE=AF，∠BED=∠AFC，ED=FC，則根據圖中標示的長度，求四邊形ADEF周長為何？(A)20(B)22(C)24(D)25
115,數學,13,"13.若坐標平面上有一直線L與x軸平行，且L通過點(−3,−1)，則L的方程式為何？(A)x=−3(B)y=−3(C)x=−1(D)y=−1"
115,數學,14,14.已知坐標平面上有二次函數y=−(x+5)2−20的圖形，甲、乙兩人提出以下看法：【甲】此函數圖形上某個點的y坐標為−15【乙】此函數圖形上某個點的y坐標為25對於甲、乙兩人的看法，下列判斷何者正確？(A)甲、乙皆正確(B)甲、乙皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確
115,數學,15,15.圖(六)有一正六邊形ABCDEF與一正n邊形的部分圖形，其中G、E、H、I為正n邊形中連續的四個頂點，F在GE上，C、D、H、I四點共線。求n值為何？(A)8(B)10(C)12(D)15
115,數學,16,16.如圖(七)，∆ABC中，∠ABC=90°，D點為AC的中點，E點在BD上，AE為∠BAC的角平分線。若∠C=40°，則∠AEB的度數為何？(A)105(B)110(C)115(D)120圖(七)
115,數學,17,17.某國政府公布2023年的全國用電量為2700億度，並預估2024～2030年的全國用電量逐年增加，且每年增加的用電量為其前一年的2.5%。根據預估，該國2030年的全國用電量為多少億度？(A)2700×(1.025)7(B)2700×(1.025)8(C)2700+7×2700×0.025(D)2700+8×2700×0.025
115,數學,18,18.如圖(八)，圓O與菱形ABCD中，A、B、D在圓上，C在圓內，O在AC上。若圓O的半徑為13，BD=24，則CO的長度為多少？(A)2(B)3(C)4(D)5
115,數學,19,19.已知一圓上有A、B、C、D四點，其位置如圖(九)所示，其中AB=87°，BC=91°，CD=88°，AD=94°。若在此圓上找兩點E、F，使得四邊形ABEF為長方形，則下列關於E點、F點位置的敘述，何者正確？(A)E在BC上，F在CD上(B)E在BC上，F在AD上圖(九)(C)E在CD上，F在CD上(D)E在CD上，F在AD上
115,數學,20,20.已知正整數M的因數中，除了M之外最大的因數是22×11，正整數N的因數中，除了N之外最大的因數是3×13。甲、乙兩人提出以下看法：【甲】8一定是M的因數【乙】9一定是N的因數對於甲、乙兩人的看法，下列判斷何者正確？(A)甲、乙皆正確(B)甲、乙皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確
115,數學,21,21.如圖(十)，∆ABC與∆ADE中，D點在∆ABC外，E點在AB上，∠D=∠DEA=∠EAC=∠C=65°。若BC上有一點F，AF與直線DE相交於P點，且BF=5，FC=8，BE=6，則AP與AF的長度比為何？(A)4：5(B)5：6圖(十)(C)6：7(D)7：8
115,數學,22,22.如圖(十一)，平行四邊形ABCD中，AB=20，AD=21。甲、乙兩人想找一點P，使得P到BC的距離等於P到AD的距離，且P到AB的距離等於P到CD的距離，其作法如下：【甲】連接AC、BD，兩線段相交於P點，圖(十一)則P即為所求【乙】作∠C、∠D的角平分線，兩直線相交於P點，則P即為所求對於甲、乙兩人的作法，下列判斷何者正確？(A)甲、乙皆正確(B)甲、乙皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確
115,數學,23,23.根據選文，時速錶符合法規的汽車行駛時，若指示速率為120公里/小時，則實際速率的最小值與最大值分別是多少公里/小時？(最小值用無條件進入法取概數到個位，最大值用無條件捨去法取概數到個位)(A)最小值105，最大值120(B)最小值106，最大值120(C)最小值120，最大值136(D)最小值120，最大值137
115,數學,24,24.根據選文，已知有一輛行駛中的汽車，其輪胎轉速為x圈/分鐘且輪胎周長為200公分。若此車的實際速率為y公里/小時，則y與x的關係為下列何者？(A)y=0.002x圈/分鐘為轉速單位，表示每分鐘轉多少圈(B)y=0.12x(C)y=200x(D)y=12000x
115,數學,25,25.根據選文，已知原本甲、乙兩輛車上儀器測出的輪胎轉速跟實際的輪胎轉速相等，兩車儀器設定的輪胎周長也與當時兩車安裝的輪胎周長相等。後來甲的儀器發生故障，導致儀器測出的輪胎轉速比實際的輪胎轉速更高，而乙更換輪胎，新輪胎周長比原本的更小，但儀器設定的仍是原本輪胎周長。若甲、乙此時皆以60公里/小時的指示速率行駛，且甲、乙的實際速率分別為p公里/小時、q公里/小時，則下列關係何者正確？(A)p>60，q>60(B)p>60，q<60(C)p<60，q>60(D)p<60，q<60
115,社會,1,1.農業部統計，受發生於2024年7月下旬的某次災害影響，全臺農業損失估計高達33億元，其中以雲林縣、臺南市、嘉義縣的損失尤為慘重，三個行政區農損合計超過全臺農損的一半。根據上述災害發生時間及受影響地區判斷，此災害最可能為下列何者？(A)颱風帶來的豪大雨淹沒農田(B)強勁東北季風吹襲造成水稻倒伏(C)梅雨季節的連續降雨造成果樹浸水(D)強勁西南風越過山脈形成熱風使作物枯黃
115,社會,2,2.日本於2019年4月起，擴大從越南、菲律賓、印尼、泰國、柬埔寨、中國、緬甸、尼泊爾和蒙古招募外籍移工，以補充其看護、餐飲和建築等行業嚴重短缺的勞動力。下列何者因同樣面臨勞動力短缺及外籍移工來源國高度重疊的關係，而受上述政策執行的衝擊最大？(A)印度(B)美國(C)德國(D)臺灣
115,社會,3,3.圖(一)是某座農場的衛星影像及其農產品部分生產過程的介紹。根據圖中資訊判斷，該農場的農業活動最可能具有下列何種特色？(A)作物多樣化的集約農業(B)單一作物的自給性農業(C)勞力密集的商業性農業(D)大規模機械化的粗放農業圖(一)
115,社會,4,4.某一平埔族族群居住在雪山山脈與中央山脈之間的平原地區，他們利用竹筏穿梭於溪流與海岸間，進行漁獵及採集活動。依據上述判斷，該平埔族族群的生活空間最可能位於現今哪一行政區？(A)宜蘭縣(B)苗栗縣(C)屏東縣(D)臺東縣
115,社會,5,5.圖(二)為2019年世界多數國家都市化程度與該國人均國民所得的統計圖，圖中以此兩種統計值的世界平均值為基準，劃分成甲、乙、丙、丁四個區塊。根據各洲經濟及都市發展特色判斷，歐洲西半部的國家最可能位於圖中哪一區塊？(A)甲(B)乙(C)丙(D)丁
115,社會,6,6.羅馬帝國時期的作家普魯塔克在書中提到，西元前八世紀的某政權曾有「殺嬰」習俗，將不夠健壯的嬰兒放在山上等死。然而部分研究指出當時先天有缺陷的人仍受到照顧，所謂的「棄嬰山」可能只是處決罪犯之處，且文獻上也提到該政權曾選出身體有缺陷的國王。普魯塔克的說法，可能是基於當時人們熟知該政權過於重視軍事教育，所產生的錯誤印象。上述政權最可能是下列何者？(A)埃及(B)蘇美(C)巴比倫(D)斯巴達
115,社會,7,7.圖(三)是一幅漫畫，其內容最可能與下列何者有關？(A)戈巴契夫的經濟改革成效有限(B)二次大戰結束後歐洲百廢待舉(C)徵稅問題導致波士頓茶葉事件(D)美國股市崩盤引發經濟大恐慌圖(三)
115,社會,8,8.「不安的情緒逐漸發酵，社會上出現『牙刷主義』一說：權貴們將資產轉至外國，並取得外國居留權，萬一局勢惡化，只要帶牙刷就能遠走高飛。政府為因應民心浮動、《中美共同防禦條約》不久後失效等危機，再次端出數年前『莊敬自強，處變不驚』口號，發起愛國捐獻、青年從軍報國，電臺日夜播放〈龍的傳人〉等愛國歌曲。」上述內容最可能與下列何者有關？(A)美國在韓戰後協防臺灣海峽(B)美國宣布將與中華民國斷交(C)國共內戰使政府敗退至臺灣(D)臺灣受到同盟國軍機的空襲
115,社會,9,9.十七世紀中期，臺灣某地區原住民因能說西班牙語，且多人曾受洗為天主教徒，所以被荷蘭聯合東印度公司認為是「具西班牙人特質」的族群。上述族群最可能分布在圖(四)甲、乙、丙、丁哪一區域？(A)甲(B)乙(C)丙(D)丁
115,社會,10,10.家住屏東的小萱在觀賞日本動畫時，發現劇中主角的考卷上每一道試題都畫上「」，但卻是拿到零分，與自己考卷全被畫上「」時拿到滿分是不一樣的情況。查詢資料後，小萱才知道在日本畫「」與畫「」代表的都是有錯誤，而把答案畫上「」才是代表答對的意思。上述內容最適合用來說明下列哪一現象？(A)各國移民的習俗多元並存(B)社會制度隨著時間而變動(C)不同文化間存在些許差異(D)文化交流後產生位階高低
115,社會,11,"11.圖(五)是新奇科技購物網站更新前的網頁資訊，某日該網頁內容調整後，幾分鐘內商品突然銷售一空，甚至還多了數百筆的訂單等候補貨。下列何者最可能是造成上述情況的原因？圖(五)(A)供貨量變更為19臺(B)供貨量變更為999臺(C)售價變更為9,999元(D)售價變更為20,999元"
115,社會,12,12.臭蟲又稱床蝨，因常躲在床墊中而得名，人類被叮咬後皮膚會紅腫且奇癢無比。臭蟲會隨人群移動而擴散，例如：2023年法國爆發臭蟲危機，因觀光客、商務旅客及國際移工的遷移，使得臭蟲經由藏在行李中，蔓延至許多國家。上述內容最主要在探討下列何項議題？(A)國際移工引入帶來的文化衝突(B)區域糾紛擴大引發的民生困境(C)高度工業化與氣候變遷的關係(D)經濟全球化對人類生活的影響
115,社會,13,13.表(一)為二位我國某縣縣民的部表(一)分資料，根據我國法律規定判姓名陳小花吳阿杰斷，關於此二位縣民的敘述，下年齡25歲28歲列何者正確？設籍時間7個月5個月(A)皆具備完全行為能力現況受監護宣告被宣告褫奪公權(B)皆曾受到刑事處罰判決(C)皆無法參選該縣公職人員(D)皆不具備該縣縣長投票資格
115,社會,14,14.小蔓一歲時親生父母離婚，之後與母親同住。四歲時，母親與阿德再婚，小蔓和他們兩人一起組成現在的家庭。若阿德婚後未曾進行任何法律程序改變家中成員關係，僅根據上述內容判斷，小蔓與阿德間的親屬關係應為下列何者？(A)姻親(B)配偶(C)旁系血親(D)直系血親
115,社會,15,"15.一處坐落於海拔2,430公尺山脊上的古城遺跡，是美洲三大古文明代表性的建築之一，其建築精妙之處是將打磨過的方形石塊疊砌起來，且在沒有使用砂漿的情況下使其能如拼圖般緊密結合。此外，建築中的梯形門窗和向內微傾斜的牆面等，皆可降低建築物在地震中倒塌的可能性。上述古城遺跡最可能位於圖(六)中何處？(A)甲(B)乙圖(六)(C)丙(D)丁"
115,社會,16,"16.表(二)顯示2016至2019年歐洲與亞洲之間，行經北極表(二)地區某條海運航線的航行次數統計。根據表中數字判年分航行次數(次)斷，此種變化除了受到全球經濟持續成長所帶動的海20161,705運需求增加外，最可能還受下列何者的影響？20171,908(A)海冰融化大幅增加20182,022(B)全球生態保育意識興起20192,694(C)巴拿馬運河通行費調漲(D)《區域全面經濟夥伴協定》生效"
115,社會,17,"17.報導指出：「在俄烏戰爭爆發之前的3年裡，歐盟成員國平均每月從俄羅斯進口約1,520萬噸原油和石油產品，到了2023年3月，該值已下降至140萬噸。歐盟預計2027年切斷從俄羅斯的化石燃料進口，擺脫對其能源依賴。」下列何項措施無助於達成上述目標？(A)制定公共場所更嚴格的暖氣供應標準(B)促使石油輸出國家組織維持減產政策(C)與其他第三國簽署天然氣的進口協議(D)積極發展綠能以增加替代性能源產量"
115,社會,18,18.中國黃河是世界上含沙量最高的河流，但2024年1月，有遊客在陝西壺口瀑布拍攝到「清流飛瀑」的壯觀景象，其實早在2020年就曾有報導指出，壺口的黃河河水變清了。事實上「黃河清」很罕見，歷史上的記載只有43次。黃河於2024年1月出現上述景象，最可能與下列何者關係較為密切？(A)瀑布上游流經黃土高原，支流帶入大量泥沙(B)瀑布上游實施造林固沙政策，減少泥沙流入(C)瀑布下游恰逢雨季，大量降水使得流量增加(D)瀑布下游興築壩堤，以壩堤攔阻泥沙變良田
